author.unique	publication.title	n
hotham, john (1645-1645)	Sir Iohn Hothams resolution presented to the King's most excellent majesty, at Beverley in the county of Yorkshire, on Tuesday the 12. of Iuly, 1642	1
hotham, john (1645-1645)	Reasons vvhy Sir Iohn Hotham, trusted by the Parliament, cannot in honour agree to the treaty of pacification	1
hotham, john (1645-1645)	A trve relation of a great discovery intended against Hull	1
holles, denzil holles baron (NA-NA)	The speech of Denzell Holles Esquire	1
holles, denzil (1599-1680)	The speech of Denzell Holles esquire	1
holles, denzil (1599-1680)	Mr. Hollis, his speech in Parliament: on Munday the 31th of Ianuary	1
holles, denzil (1599-1680)	Mr. Hollis his speech in Parliament, on Munday the 31. of Januarie, 1642	1
holles, denzil (1599-1680)	Master Hollis his speech in Parliament, concerning the articles of high treason against himselfe	1
holland, henry rich (1590-1649)	Two speeches delivered by the Earl of Holland, and Mr. Io: Pym, Esquire	1
henrietta maria, consort charles i king england (1609-1669)	The Queen's Maiesties gracious ansvver to the Lord Digbies letter	1
heath, robert (1575-1649)	A Machavillian plot, or, a caution for England	1
hawkins, thomas (1600-1699)	May 4. A continuation of very good nevves from I-reland	1
hawkins, thomas (1600-1699)	A true and perfect relation of the proceedings at Manchester, from Snnday [sic] the 25. of September, to Sonday the second of October, MDCXLIJ	1
haward, lazarus (NA-NA)	A continuation of the last occurrences from Irland [sic], or, The copie of a letter sent from Lievtenant Haward, to Mr. Walter Fitz-Williams Esquire, lying neere the privie garden in White-Hall	1
haward, lazarus (NA-NA)	A continuation of the diurnal occurrences and proceedings of the English army against the rebels in Ireland, from the first of Aprill, to this present. 1642	1
harwood, edward (1586-1632)	The advice of that vvorthy commander, Sir Ed: Harvvood, Collonell	1
harwood, edward (1586-1632)	Certaine choise and remarkable observations	1
harris, robert (1581-1658)	A sermon preached to the honorable House of Commons assembled in Parliament, at a publike fast, May, 25. 1642	1
hare, john (1600-1699)	The marine mercury. Or, A true relation of the strange appearance of a man-fish about three miles within the river of Thames, having a musket in one hand, and a petition in the other	1
hamblet, john (NA-NA)	A famous and joyfull victory obtained by the Earl of Stamfords forces neere Stratford in Northampton-shire	1
hall, william (NA-1662)	A sermon preached at St. Bartholomevvs the lesse in London, on the xxvii. day of March 1642; being the day of the inauguration of our soveraigne lord King Charles. By William Hall. Minister of that parish, and now thought fit to be published	1
hales, john (1584-1656)	A tract concerning schisme and schismaticks	1
hales, edward (1576-1654)	Two speeches spoken in Parliament, by Sir Edward Hales, and Sir VVilliam VVroth: on the twentieth day of Januarie, 1641	1
guy, william (1600-1699)	Good newes for England: or, Comfortable tydings from Ireland, to all true hearted Protestants	1
gurney, richard (1577-1647)	Articles of impeachment against Sir John Gurney Knight. Lord Maior of London, who was committted to the tower by the High Court of Parliament, on Munday the 11. of Iuly, 1642	1
grimston, harbottle (1603-1685)	Mr. Grimston his speech, at the committee sitting in Guildhall on Thursday the 6. of Ianuary 1641	1
grimston, harbottle (1603-1685)	Mr. Grimstone, his speech in Parliament: on VVednesday the 19th of Ianuary, vpon the preferring of the Essex petition, Anno Domino, 1642	1
griffin, william (1600-1699)	Nevves from London-Derry in Ireland: or, A true and sad relation of the deplorable and lamentable estate of London-derry	1
gower, john (1600-1699)	A true relation out of Ireland	1
gormanston, nicholas preston (1608-1643)	The copy of a letter written from the Lo. Viscount of Gormanston unto Sir Phelim O Neal	1
gormanston, nicholas preston (1608-1643)	The coppie of a letter written from the Lo. Viscount of Gormanston unto Sir Phelim ô Neale	1
goring, george (1608-1657)	True nevves from Portsmouth	1
goring, george (1608-1657)	The discovery of a great and wicked conspiracy against this kingdom in generall, and the City of London in particular	1
goring, george (1608-1657)	The discovery of a great and wicked conspiracy against this kingdom in generall, and the city of London in particular	1
goring, george (1608-1657)	The discovery of a great and wicked conspiracie against this kingdome in generall, and the city of London in particular	1
goodwin, john (1594-1665)	The butchers blessing, or The bloody intentions of Romish cavaliers against the city of London above other places	1
goodwin, john (1594-1665)	Anti-Cavalierisme, or, Truth pleading as well the necessity, as the lawfulness of this present vvar	1
goodwin, john (1594-1665)	Anti-cavalierisme, or, Truth pleading as vvell the necessity, as the lawfulnesse of this present vvarre	1
glynne, john (1603-1666)	Master Glynn his speech in Parliament	1
glynne, john (1603-1666)	Master Glyn his speech in Parliament, on Wednesday, the fifth of Ianuary, at the committee sitting in Guild-Hall	1
glynne, john (1603-1666)	A speech, made in Parliament by Mr. Glyn. On Wednesday, the 5 of January, 1641	1
gething, richard (1585-1652)	Digitus dei, or, A miraculous victory gained by the English, upon the rebels in Munster	1
geree, john (1601-1649)	Irelands advocate: or, a sermon preached at a publike fast	1
francklin, thomas (1600-1699)	An epistle written from Lucifer, Prince of Darkenesse	1
foulis, henry (1608-1643)	An exact and true relation of a bloody fight	1
forbes, alexander (NA-1672)	A true copie of two letters brought by Mr. Peters, this October II. from my L. Forbes from Ireland	1
fiennes, nathaniel (1608-1669)	Master Fynes his speech in Parliament	1
fiennes, nathaniel (1608-1669)	A most true and exact relation of both the battels fought by his Excellency and his forces against the bloudy cavelliers	1
felton, william (NA-NA)	The examination and confession of Captaine Lilbourne and Captaine Viviers	1
felton, edmond (NA-NA)	To the right honorable the knights, citizens, and burgesses of the House of Commons assembled in Parliament	1
farmer, jacob (1600-1699)	A letter sent out of Ireland	1
falkland, lucius cary (1610-1643)	A letter sent from the Lord Falkland, principal secretarie to His Majestie. Unto the Right Honourable, Henry Earle of Cumberland, at York. Sept. 30. 1642	1
falkland, lucius cary (1610-1643)	A letter sent from the Lord Falkland, principall secretarie to His Majesty. Vnto the Right Honourable, Henry Earle of Cumberland, Septemb. 30. 1642	1
fairfax, ferdinando (1584-1648)	The reall protestation of manie, and very eminent persons in the county of Yorke, declaring their resolution concerning the present distractions; some of whose names are subscribed	1
fairfax, ferdinando (1584-1648)	The good and prosperous successe of the Parliaments forces in Yorkeshire. Against the Earle of New-castle and his popish adherents	1
fairfax, ferdinando (1584-1648)	A reall protestation of many, and very eminent persons in the county of Yorke	1
fairfax, ferdinando (1584-1648)	A letter from the Right Honourable Ferdinando Lord Fairfax, Sir Hugh Chomley, Sir Philip Stapleton, Sir Henry Cholmley, Committees of the Commons House of Parliament residing at York	1
fairfax, ferdinando (1584-1648)	A letter from the right honourable Ferdinando Lord Fairfax, Sir Hugh Cholmley, Sir Philip Stapleton, Sir Henry Cholmley, committees of the Commons House of Parliament, residing at Yorke	1
fairfax, ferdinando (1584-1648)	A letter from the right honourable Ferdinando Lord Fairfax, Sir Hugh Cholmley, Sir Philip Stapleton, Sir Henry Cholmley, committees of the Commons house of Parliament residing at Yorke	1
fairfax, ferdinando (1584-1648)	A letter from the Right Honourable Ferdinando, Lord Fairfax, Sir Hugh Cholmley, Sir Philip Stapleton, Sir Henry Cholmley, Committees of the Commons House of Parliament residing at York	1
fairfax, ferdinando (1584-1648)	A letter from the right honourable Ferdinando Lord Fairfax, Sir Hugh Cholmley, Sir Philip Stapleton, Sir Henry Cholmley, committees of the Commons House of Parliament residing at York	1
fairfax, ferdinando (1584-1648)	A happy victory obtained by the Lord Fairefax, and Captaine Hotham, over the Earle of New-Castle and his forces, in Yorkshire, with the number of men slaine, and taken prisoners, on both sides	1
eustace, maurice (1590-1661)	A letter from Sir Maurice Eustace Knight, His Maiesties Serjeant at Law in the kingdome of Ireland, and Speaker of the House of Commons, in Parliament there	1
eustace, maurice (1590-1661)	A letter from Sir Maurice Eustace Knight, His Maiesties serjeant at law in the kingdome of Ireland, and speaker of the House of Commons, in Parliament there	1
eustace, maurice (1590-1661)	A copie of a letter from Sir Maurice Eustace out of Ireland, and to a worthy gentleman, a member of the House of Commons, concerning divers passages in the Parliament there	1
essex, robert devereux (1591-1646)	The resolution of the Earle of Essex. To the King [sic] most Excellent Majestie	1
essex, robert devereux (1591-1646)	The Earl of Essex his declaration concerning the Kings Most Excellent Majesty	1
essex, robert devereux (1591-1646)	The Earle of Essex his speech in the artilrie garden to the souldiers on Tuesday last	1
essex, robert devereux (1591-1646)	The Earle of Essex his loyaltie and love	1
essex, robert devereux (1591-1646)	The copy of a letter sent from Robert, Earle of Essex, to Mr. Pym, a member of the House of Commons	1
essex, robert devereux (1591-1646)	The copy of a letter sent from his Excellencie, Robert Earle of Essex: to Mr. Pym, a Member of the House of Commons	1
essex, robert devereux (1591-1646)	The copy of a letter sent from his excellencie, Robert, Earle of Essex: to Mr. Pym, a member of the House of Commons	1
essex, robert devereux (1591-1646)	Several propositions propounded, by his Excellencie, the Earl of Essex, to the cavaleees [sic], neere Darby-shire, September the 21. 1642	1
essex, robert devereux (1591-1646)	A vvorthy speech spoken by His Excellence the Earle of Essex	1
elger, christopher (NA-NA)	The coppy of a letter sent from Dublin, dated the 11th. of Aprill to a marchant that lives in Marke Lane	1
duppa, brian (1588-1662)	Prince Charles his gracious resolution concerning the present affaires of this Kingdome	1
downing, calybute (1606-1644)	Considerations toward a peaceable reformation in matters ecclesiasticall	1
dorchester, henry pierrepont (1606-1680)	My Lord Nevvarks speech to the trained-bands of Nottingham-shire at Newark, 13. July. 1642	1
diggs, dudley (1613-1643)	An answer to a printed book, intituled, Observations vpon some of His Majesties late answers and expresses	1
diggs, dudley (1613-1643)	An answer to a printed book, intituled Observations vpon some of His Majesties late answers and expresses	1
