"","x"
"13326","printed by Henry Fry, Finsbury-Place: and sold at No.7, Turnham-Place, Curtain-Road, Shoreditch"
"13327","Sold at the Exchange, Fleetstreet, St. James's, Bond-Street; and at the Dove, in Cecil Court, St. Martin's Lane"
"13328","printed by James Duncan, and are to be sold at his shop"
"13329","printed and sold at the New Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"13330","printed by Joseph Galbraith, and sold at his printing-office above the Cross"
"13331","printed by William Gray, and sold at his printing-house a little without the West Port"
"13332","printed by John Bryce, and sold at his shop, opposite to the New-Church, Salt-Market"
"13333","printed by Alexander Robertson. Sold at his printing office, in Niddery's-Wynd"
"13334","printed by V. Griffiths, for J. Hamilton; W. Creech, Edinburgh; Wilson, Spence, and Mawman, York; Binns, Leeds; Brooke, Lincoln; Bell, Hull; and sold at the libraries at Scarborough"
"13335","printed by William Gray, and sold at his house"
"13336","printed for Hebe Vestina! - and sold at the Temple of Hymen, in Pall-Mall; at the Pamphlet Shop, under the Front Piazza of the Royal Exchange; Mr. Ogilvy's, Bookseller, No. 23, Middle Row, Holborn; Mr. Rich's pamphlet shop, facing Anderton's Coffee-House, Fleet-Street; and at Mr. Milford's, No. 303, Oxford-Street, the Fifth Door above New Bond-Street"
"13337","printed for W. Shaw; and sold at all the pamphlet-shops in London and Westminster"
"13338","Printed for the benefit of the charity. And sold at the Hospital, and by E. Dilly, in the Poultry"
"13339","printed for the author, and sold at his house, in Saint Anns Square, Manchester. From which place a quick dispatch atan easy expence may be had by applying to those shopkeepers that have Good, from thence. Also sold by booksellers & haberdashers in London And by the Booksellers. News Printers, Haberdashers and Shopkeepers in Great Britain in and Ireland. - Published according to lot of Parliament"
"13340","printed for the author; and sold at his house; Hart's warehouse (the Lamb) near Durham Yard, in the Strand; and at the meeting in Jewin Street"
"13341","Re-Printed at Edinburgh, by James Watson, and sold at his shop, next Door to the Red-Lyon, opposite to the Lucken-Booths"
"13342","printed and sold at the pamphlet-shops"
"13343","Printed and sold at No. 50, Bishopsgate within"
"13344","printed by T. Gardner, and sold at his printing-office, at Cowley's-Head; opposite St. Clement's-Church in the Strand"
"13345","printed by Mr. James Davidson and Company, and sold at the said Mr. Davidson's shop, and other booksellers in town"
"13346","printed by T. Dormer, for the author, and sold at the pamphlet-shops of London and Westminster"
"13347","printed for the author, and sold at No.55, Gracechurch-Street, and by the booksellers in general"
"13348","printed for F. Noble, at Otway's-Head in St. Martin's-Court near Leicester-Fields, and sold at the pamphlet shops of London and Westminster"
"13349","printed for the author; sold at Pugh's shop for books, Prints, & Drawings, No. 40, Maiden-Lane, Covent-Garden; And may be had of all the Booksellers in Piccadilly and Paternoster-Row"
"13350","re printed by and for George Bennett, and are to be sold at his Shop opposite broad Lane"
"13351","printed for P. Monger in the Strand, and sold at the pamphlet-shops of London and Westminster"
"13352","printed for J. Roberts, near the Oxford-Arms in Warwick-Lane; and sold at the pamphlet-shops in Westminster-Hall, at Temple-Bar, and the Royal-Exchange"
"13353","printed by W. Gye, and sold at his office"
"13354","printed by Mr. James Davidson and company, and sold at John Paton's shop in the Parliament-Closs, and other booksellers in town"
"13355","sold at six pence each, by Mr. Wainwright schoolmaster of Bunny and clerk to Sir Tho. Parkyns Bart. By Mr. Ward bookseller in Leicester. And John Collyer printer hereof in Nottingham"
"13356","printed by A. Donaldson and J. Reid. For Alexander Donaldson, and sold at his shops in London and Edinburgh"
"13357","printed for T. Cooper, at the Globe in Pater-Noster Row; and sold at the pamphlet-shops in London and Westminster"
"13358","printed by the author, and sold at No 5 Winchester Street; Mr. Prince's Office over the Royal Exchange; Leapidge and Bailey's under the Royal Exchange; Goadby and Berry's Sweeting's Alley; and John Fuller No 35 Ludgate-Street"
"13359","printed by John Paterson; sold at the Society's library, and by W. Creech, J. Dickson, and J. Ogle, Booksellers"
"13360","printed by Ward and Chandler Booksellers, at their Printing-Office in Coney-Street; and sold at their shop without Temple-Bar, London"
"13361","sold at Mrs. Woodfall's, at Charing-Cross; and J. Brotherton and Sewell, near the Royal-Exchange; and at the pamphlet shops"
"13362","printed for Patrick Campbell, and are to be sold at his shop on the Lower-End of Cork-Hill"
"13363","printed and sold at Mrs. Bailey's Printing-Office, the Ship and Crown, Leaden-Hall-Street, where Tradesmens Bills are Printed neat and Reasonable"
"13364","printed by and for Edwin Sandys, and are to be sold at the Custom-House printing-house in Crane-Lane"
"13365","printed by John Bryce, and sold at his shop in the Salt-Market; Robert Inglis Bookseller in Edinburgh, and William White Bookseller in Beith"
"13366","printed by John Bryce, and sold at his shop in the Salt-Market"
"13367","printed for G. Whitfield; and sold at the Methodist Preaching-Houses"
"13368","printed for George Whitfield City-Road, and sold at the Methodist Preaching-Houses in Town and Country"
"13369","printed by H. Colbert, and sold at the Established circulating library No. 136, Capel-Street"
"13370","They are sold at six-pence each, at Mr. Norton's; Mr. Barker's, Mr. Bolton's, and by Mr. Norton's agents"
"13371","In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for A. Bettesworth and C. Hitch, at the Red-Lion in Pater-Noster-Row, S. Birt in Ave-Mary-Lane, C. Ward and R. Chandler, at the Ship between the Temple-Gates in Fleet-Street, and sold at their shop at Scarborough"
"13372","printed by J. Tuach, and sold at the pamphlet shops in London and Westminster"
"13373","printed for S. Dial, in Covent Garden, and sold at the pamphlet shops of London and Westminster"
"13374","London, printed for John Morphew: and Edinburgh re-printed by James Watson, and sold at his shop, next Door to the Red-Lyon, opposite to the Lucken-Booths"
"13375","printed by T Lumisden and J. Robertson, and sold at their printing-house in the fish-market, and by the Booksellers in Town"
"13376","London, printed; re-printed at Edinburgh by James Watson, and sold at his shop"
"13377","printed and sold at the King's Theatre in the Hay-Market"
"13378","printed for the author, at the Stationers next the General-Post-Office, Lombard-Street, and are to be sold at Baker's coffee-house in Exchange-Alley"
"13379","printed for J. Robinson, at the Golden Lion, in Ludgate-Street, and sold at the pamphlet shops"
"13380","printed by Thomas Wright, and sold at his office, New-Street End"
"13381","printed by John Moncur, and sold at his printing-house, opposite to the Head of Foster's Wynd, at the Scots Arms; and by most booksellers in Edinburgh and Glasgow"
"13382","printed for the author, and sold at Coachmaker's-Hall; and by the booksellers in town and country"
"13383","printed by John Bryce, and sold at his shop, opposite Gibson's-Wynd, Salt-Market"
"13384","Sold at the Abbey; also by Mr. Rogers, and by Mr. Walter George, Chepstow"
"13385","Printed and sold at the Printing-Office in Bow-Church-Yard, London"
"13386","printed by and for A. Shirrefs, and sold at his shop, Above the Royal Exchange"
"13387","re-printed by James Watson, and sold at his shop, next Door to the Red-Lyon, opposite to the Lucken-Booths"
"13388","printed for James Knox, and sold at his shop near the Head of the Salt-Mercat"
"13389","printed for W. Warren; and sold at the Three-Flower de luces in the Old-Baily"
"13390","printed by George Jaffrey author hereof; and are to be sold at his shop"
"13391","from the printing-office of Baylis, Greville-Street. Printed for M. Peltier, 231, Piccadilly; and sold at Debrett's, Piccadilly; Faulder, Bond-Street; Owen, Piccadilly; and Murray and Highley, Fleet-Street"
"13392","printed by R. Hawes, and sold at the foundry, in Moorfields, and at the Rev. Mr. Wesley's preaching-houses in town and country"
"13393","printed by S. Powell, for John Watson, bookseller: and are to be sold at his shop, at the Bible and Crown on the Merchants-Kay, near the Old Bridge"
"13394","printed for G. Whitfield, City-Road; and sold at the Methodist preaching-houses in town and country"
"13395","printed for J. Ker, and sold at the Highlander, a snuff shop, in Cecil Court, St. Martin's Lane, London"
"13396","printed by John Reid junior, and are to be sold at his printing house in Libertouns Wynd"
"13397","printed for W. Skirving, and sold at his house, opposite the foot of Old Assembly-Close, Cowgate; by J. Robertson, No. 4, Horse-Wynd; W. Berry, No. 39, South Bridge; R. Galloway, Glasgow; E. Leslie, Dundee; G. Mcfarlane, Perth; J. Ridgeway, H. D. Symonds, and Marson & Ramsey, London"
"13398","Printed for the author, by J. Crowder; and sold at the Veterinary College; at the forges in Grosvenor Mews, Bond-Street; and Little Moorfields, Finsbury-Square: also, by J. Johnson"
"13399","printed by W. Strahan: and sold at the Foundery near Upper Moorfields; at James Hutton's, Bookseller, at the Bible and Sun without Temple-Bar; and at John Lewis's in Bartholomew-Close"
"13400","printed and sold at Drury's Office, opposite the Bank"
"13401","printed for G. Pidcock, and sold at Exeter-'change"
"13402","Printed by T. Lockett, Dorchester. Sold at the library in St. Thomas Street, Weymouth; by E. Newbery; M. Davis, London; J. Fletcher, in Oxford; and at Bull's Library, Bath"
"13403","printed by A. Donaldson, and sold at his shop, corner of Arundel-Street, Strand, London, and at Edinburgh"
"13404","printed by R. Chapman and A. Duncan, and sold at their printing-office, M`nair's Land, Trongate"
"13405","printed for T. Cooper, at the Globe in Pater-Noster Row: and sold at the pamphlet shops of London and Westminster"
"13406","printed for J. Johnstone, and sold at the Scots Chronicle Office; and by all the Principal Booksellers in Town and Country"
"13407","printed by Bulgin and Rosser. Sold at the Pump-Room, and at the circulating libraries of the Hotwells; also at Bulgin and Sheppard's, in Bristol; S. Hazard's, in Bath; and J. Walter's, Charing-Cross, London"
"13408","printed for the author; and sold at the Musical Museum, Greek street, Soho ; and by all booksellers"
"13409","printed by Daniel Reid, and sold at his shop, near the South-Gate of the Church, in High-Street, and by the booksellers in Great Britain and Ireland"
"13410","printed for the author: and sold at the Green-Door and Blue-Ball, in York-Buildings, by Hungerford-Market, and at the coffee-houses above mentioned"
"13411","printed for the author, and sold at his music-shops at the Harp and Hautboy in London, and in Edinburgh. MDCCLXIII. Where may be haa, The Church-Tunes separate, in four Parts"
"13412","printed for Mr. William Monro, and sold at his Shop"
"13413","printed by George Mosman, and are to be sold at his shop in the Parliament-Closs"
"13414","Printed by the heirs and successors of Andrew Anderson, printer to the Queens Most Excellent Majesty: and are to be sold at John Vallange's Shop, on the north side of the street, a little above the Cross"
"13415","printed for Thomas Robins, in Fleetstreet, and sold at the Royal Exchange, St. James's, Bond-Street, and Charing-Cross"
"13416","printed by Ward and Chandler; and sold at their shop without Temple-Bar, London; and in Coney-Street, York"
"13417","printed for T. Cooper, at the Globe in Pater-noster-Row; and sold at all the pamphlet-shops in London and Westminster; and by John Webb, Bookseller, in Greenwich"
"13418","printed by Robert Fleming and Company, for William Hamilton, and to be sold at his Shop below the Laigh Coffee-House"
"13419","printed (for the author) by A. Donaldson, and sold at his shops in London and Edinburgh"
"13420","printed for the author, and sold at his seed-shop; Denis and Son; S. Vandenburgh; and W. Collins"
"13421","printed for the author, and sold at Mr. Steel's, Bookseller, Tower-Hill; Messrs. Gilbert, Wright, and Hooke's, Mathematical instrument makers, Leadenhall-Street, London; J. Delahoy's, (kent Printing-Office,) Deptford; and at the author's, as Above-Mentioned. (entered as Stationers Hall.)"
"13422","printed by James Duncan, and are to be sold at his shop"
"13423","printed by James Duncan, and are to be sold at his shop"
"13424","printed by Mr. Robert Freebairn, and sold at his Shop in the Parliament-Closs"
"13425","printed by Mr. James Mèuen and Company, and are to be sold at his shop, on the North-Side of the Street, alittle below the Cross"
