"publisher_orig_data","verb","target_string","person","person_type","place","place_prefix","actor_type"
"printed for A. Wilde, in Aldersgate-Street : sold also by the book-sellers in town and country","printed for","A. Wilde, in Aldersgate-Street : sold also by the book-sellers in town and country","A. Wilde","person","Aldersgate-Street : sold also by the book-sellers in town and country","in","print"
"printed by C. Buckton; and sold by P. Elmsly","printed by","C. Buckton; and","C. Buckton","person",NA,NA,"print"
"printed by C. Buckton; and sold by P. Elmsly","sold by","P. Elmsly","P. Elmsly","person",NA,NA,"sell"
"Printed for J. Mount, and T. Page on Tower-Hill","printed for","J. Mount, and T. Page on Tower-Hill","J. Mount","person",NA,NA,"print"
"Printed for J. Mount, and T. Page on Tower-Hill","printed for","J. Mount, and T. Page on Tower-Hill","T. Page","person",NA,NA,"print"
"Printed for J. Mount, and T. Page on Tower-Hill","printed for","J. Mount, and T. Page on Tower-Hill","Tower-Hill","unknown",NA,NA,"print"
"printed by T. Bensley; and sold by P. Elmsly","printed by","T. Bensley; and","T. Bensley","person",NA,NA,"print"
"printed by T. Bensley; and sold by P. Elmsly","sold by","P. Elmsly","P. Elmsly","person",NA,NA,"sell"
"Printed for Will. Hawkes and Tom Ponder, couriers","printed for","Will. Hawkes and Tom Ponder, couriers","Will. Hawkes","person",NA,NA,"print"
"Printed for Will. Hawkes and Tom Ponder, couriers","printed for","Will. Hawkes and Tom Ponder, couriers","Tom Ponder","unknown",NA,NA,"print"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed by W. Hoggard, for Francis Noble; and John Noble","printed by","W. Hoggard, for Francis Noble; and John Noble","W. Hoggard","person",NA,NA,"print"
"printed by W. Hoggard, for Francis Noble; and John Noble","printed by","W. Hoggard, for Francis Noble; and John Noble","Francis Noble","unknown",NA,NA,"print"
"printed by W. Hoggard, for Francis Noble; and John Noble","printed by","W. Hoggard, for Francis Noble; and John Noble","John Noble","unknown",NA,NA,"print"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed: and sold by W. Boreham at the Angel in Pater-Noster Row","sold by","W. Boreham at the Angel in Pater-Noster Row","W. Boreham","person","Angel in Pater-Noster Row","at the","sell"
"printed for R. Baldwin; and B. Collins, in Salisbury","printed for","R. Baldwin; and B. Collins, in Salisbury","R. Baldwin","person",NA,NA,"print"
"printed for R. Baldwin; and B. Collins, in Salisbury","printed for","R. Baldwin; and B. Collins, in Salisbury","B. Collins","person","Salisbury","in","print"
"printed for J. Walter, at Homer's Head, Charing-Cross; and Messrs. Merril, in Cambridge","printed for","J. Walter, at Homer's Head, Charing-Cross; and Messrs. Merril, in Cambridge","J. Walter","person","Homer's Head , Charing-Cross","at","print"
"printed for J. Walter, at Homer's Head, Charing-Cross; and Messrs. Merril, in Cambridge","printed for","J. Walter, at Homer's Head, Charing-Cross; and Messrs. Merril, in Cambridge","Messrs. Merril","unknown","Cambridge","in","print"
"printed for and sold by J. Brooke, at the Golden Head, under St. Dunstan's Church, Fleet-Street","sold by","J. Brooke, at the Golden Head, under St. Dunstan's Church, Fleet-Street","J. Brooke","person","Golden Head , under St. Dunstan's Church , Fleet-Street","at the","sell"
"printed for and sold by J. Brooke, at the Golden Head, under St. Dunstan's Church, Fleet-Street","sold by","J. Brooke, at the Golden Head, under St. Dunstan's Church, Fleet-Street","J. Brooke","person","Golden Head , under St. Dunstan's Church , Fleet-Street","at the","sell"
"printed for and sold by J. Brooke","sold by","J. Brooke","J. Brooke","person",NA,NA,"sell"
"Printed by Mr. Andrew Symson","printed by","Mr. Andrew Symson","Mr. Andrew Symson","person",NA,NA,"print"
"printed by and for J. Carson, in Coghill's-Court, Dame-Street, opposite to the Castie-Market","printed by and for","J. Carson, in Coghill's-Court, Dame-Street, opposite to the Castie-Market","J. Carson","person","Coghill's-Court , Dame-Street , opposite to the Castie-Market","in","print"
"printed for Geo. Caldwell","printed for","Geo. Caldwell","Geo. Caldwell","person",NA,NA,"print"
"printed for J. Williams","printed for","J. Williams","J. Williams","person",NA,NA,"print"
"printed for W. Mears; at the Lamb without Temple-Bar, and J. Hooke, at the Flower de-Luce against St. Dunstan's Church in Fleetstreet","printed for","W. Mears; at the Lamb without Temple-Bar, and J. Hooke, at the Flower de-Luce against St. Dunstan's Church in Fleetstreet",NA,NA,"Lamb without Temple-Bar , and J. Hooke , at the Flower de-Luce against St. Dunstan's Church in Fleetstreet","at the","print"
"printed for W. Mears; at the Lamb without Temple-Bar, and J. Hooke, at the Flower de-Luce against St. Dunstan's Church in Fleetstreet","printed for","W. Mears; at the Lamb without Temple-Bar, and J. Hooke, at the Flower de-Luce against St. Dunstan's Church in Fleetstreet","W. Mears","person",NA,NA,"print"
"printed by J. W. Myers, and sold by W. West","printed by","J. W. Myers, and","J. W. Myers","person",NA,NA,"print"
"printed by J. W. Myers, and sold by W. West","sold by","W. West","W. West","person",NA,NA,"sell"
"Printed for T. Jefferys, at Charing-Cross; W. Johnston, in Ludgate-Street; J. Richardson in Pater-noster-Row; and B. Law and Co. in Ave-Mary-Lane","printed for","T. Jefferys, at Charing-Cross; W. Johnston, in Ludgate-Street; J. Richardson in Pater-noster-Row; and B. Law and Co. in Ave-Mary-Lane","T. Jefferys","person","Charing-Cross","at","print"
"Printed for T. Jefferys, at Charing-Cross; W. Johnston, in Ludgate-Street; J. Richardson in Pater-noster-Row; and B. Law and Co. in Ave-Mary-Lane","printed for","T. Jefferys, at Charing-Cross; W. Johnston, in Ludgate-Street; J. Richardson in Pater-noster-Row; and B. Law and Co. in Ave-Mary-Lane","W. Johnston","person","Ludgate-Street","in","print"
"Printed for T. Jefferys, at Charing-Cross; W. Johnston, in Ludgate-Street; J. Richardson in Pater-noster-Row; and B. Law and Co. in Ave-Mary-Lane","printed for","T. Jefferys, at Charing-Cross; W. Johnston, in Ludgate-Street; J. Richardson in Pater-noster-Row; and B. Law and Co. in Ave-Mary-Lane","J. Richardson","person","Pater-noster-Row","in","print"
"Printed for T. Jefferys, at Charing-Cross; W. Johnston, in Ludgate-Street; J. Richardson in Pater-noster-Row; and B. Law and Co. in Ave-Mary-Lane","printed for","T. Jefferys, at Charing-Cross; W. Johnston, in Ludgate-Street; J. Richardson in Pater-noster-Row; and B. Law and Co. in Ave-Mary-Lane","B. Law","person","Ave-Mary-Lane","in","print"
"Printed for T. Jefferys, at Charing-Cross; W. Johnston, in Ludgate-Street; J. Richardson in Pater-noster-Row; and B. Law and Co. in Ave-Mary-Lane","printed for","T. Jefferys, at Charing-Cross; W. Johnston, in Ludgate-Street; J. Richardson in Pater-noster-Row; and B. Law and Co. in Ave-Mary-Lane","Co.","unknown","Ave-Mary-Lane","in","print"
"Printed by Cs̆ar Ward, bookseller in Coney-street","printed by","Cs̆ar Ward, bookseller in Coney-street","Cs̆ar Ward","person","Coney-street","in","print"
"printed for R. Dodsley, in Pall-Mall","printed for","R. Dodsley, in Pall-Mall","R. Dodsley","person","Pall-Mall","in","print"
"printed, by Edward Ward. And sold by George Keith, London","sold by","George Keith, London","George Keith","person","London",NA,"sell"
"Printed by Jacob, Peterborough, and sold by him; T. Payne, London; Fletcher, Oxford; Bowtell, Cambridge; Jenkinson, Huntingdon; and Newcomb, Stamford","printed by","Jacob, Peterborough, and","Jacob","person",NA,NA,"print"
"Printed by Jacob, Peterborough, and sold by him; T. Payne, London; Fletcher, Oxford; Bowtell, Cambridge; Jenkinson, Huntingdon; and Newcomb, Stamford","printed by","Jacob, Peterborough, and","Peterborough","unknown",NA,NA,"print"
"printed for A. Moore, near St. Paul's","printed for","A. Moore, near St. Paul's","A. Moore","person","St. Paul's","near","print"
"printed for John Chantry without Temple-Bar; and sold by Benj. Brag in Avemary-Lane","printed for","John Chantry without Temple-Bar; and","John Chantry","person","Temple-Bar",NA,"print"
"printed for John Chantry without Temple-Bar; and sold by Benj. Brag in Avemary-Lane","sold by","Benj. Brag in Avemary-Lane","Benj. Brag","person","Avemary-Lane","in","sell"
"printed for the author; and sold by Charles Corbett, at Addison's Head against St. Dunstan's Church, Fleet-Street","sold by","Charles Corbett, at Addison's Head against St. Dunstan's Church, Fleet-Street","Charles Corbett","person","Addison's Head against St. Dunstan's Church , Fleet-Street","at","sell"
"London: printed, and Dublin: re-printed for S. Cotter","stringstart","London: printed and Dublin:",NA,NA,"London",NA,"unk"
"London: printed, and Dublin: re-printed for S. Cotter","stringstart","London: printed and Dublin:",NA,NA,"Dublin",NA,"unk"
"London: printed, and Dublin: re-printed for S. Cotter","printed for","S. Cotter","S. Cotter","person",NA,NA,"print"
"London: printed, and Dublin: re-printed for S. Cotter","reprinted for","S. Cotter","S. Cotter","person",NA,NA,"print"
"Printed for T.N. Longman, Paternoster-Row",NA,"T.N. Longman, Paternoster-Row",NA,NA,NA,NA,NA
"printed for P. Byrne, No. 108, Grafton-Street","printed for","P. Byrne, No. 108, Grafton-Street","P. Byrne","person","Grafton-Street","No. 108","print"
"printed for George and Alexander Ewing, at the Angel and Bible, and William Smith, at the Hercules in Dame-Street, and George Faulkner, in Essex-Street","printed for","George and Alexander Ewing, at the Angel and Bible, and William Smith, at the Hercules in Dame-Street, and George Faulkner, in Essex-Street","George","person","Angel and Bible , and William Smith , at the Hercules in Dame-Street , and George Faulkner , in Essex-Street","at the","print"
"printed for George and Alexander Ewing, at the Angel and Bible, and William Smith, at the Hercules in Dame-Street, and George Faulkner, in Essex-Street","printed for","George and Alexander Ewing, at the Angel and Bible, and William Smith, at the Hercules in Dame-Street, and George Faulkner, in Essex-Street","Alexander Ewing","unknown","Angel and Bible , and William Smith , at the Hercules in Dame-Street , and George Faulkner , in Essex-Street","at the","print"
"printed for J. Grey","printed for","J. Grey","J. Grey","person",NA,NA,"print"
"printed for Theodore Sanders","printed for","Theodore Sanders","Theodore Sanders","person",NA,NA,"print"
"printed for the author: and sold by J. Nourse; W. Sandby; and J. Coote","sold by","J. Nourse; W. Sandby; and J. Coote","J. Nourse","person",NA,NA,"sell"
"printed for the author: and sold by J. Nourse; W. Sandby; and J. Coote","sold by","J. Nourse; W. Sandby; and J. Coote","W. Sandby","person",NA,NA,"sell"
"printed for the author: and sold by J. Nourse; W. Sandby; and J. Coote","sold by","J. Nourse; W. Sandby; and J. Coote","J. Coote","unknown",NA,NA,"sell"
"printed for Thomas Bennet","printed for","Thomas Bennet","Thomas Bennet","person",NA,NA,"print"
"Printed in the year","stringstart","Printed in the year","Printed","person",NA,NA,"unk"
"printed for W. Owen, at Temple-Bar","printed for","W. Owen, at Temple-Bar","W. Owen","person","Temple-Bar","at","print"
"printed by J. W. Galabin, and sold by W. Richardson","printed by","J. W. Galabin, and","J. W. Galabin","person",NA,NA,"print"
"printed by J. W. Galabin, and sold by W. Richardson","sold by","W. Richardson","W. Richardson","person",NA,NA,"sell"
"printed by J. W. Galabin, Ingram-Court, and sold by J. Sewell, in Cornhill","printed by","J. W. Galabin, Ingram-Court, and","J. W. Galabin","person",NA,NA,"print"
"printed by J. W. Galabin, Ingram-Court, and sold by J. Sewell, in Cornhill","printed by","J. W. Galabin, Ingram-Court, and","Ingram-Court","unknown",NA,NA,"print"
"printed by J. W. Galabin, Ingram-Court, and sold by J. Sewell, in Cornhill","sold by","J. Sewell, in Cornhill","J. Sewell","person","Cornhill","in","sell"
"printed for Bernard Lintott at the Post-House in the Middle-Temple-Gate, Fleetstreet","printed for","Bernard Lintott at the Post-House in the Middle-Temple-Gate, Fleetstreet","Bernard Lintott","person","Post-House in the Middle-Temple-Gate , Fleetstreet","at the","print"
"printed by H. Colbert 136, Capel-Street","printed by","H. Colbert 136, Capel-Street","H. Colbert","person",NA,NA,"print"
"printed by H. Colbert 136, Capel-Street","printed by","H. Colbert 136, Capel-Street","Capel-Street","unknown",NA,NA,"print"
"printed for William Mears at the Lamb, Jonas Brown at the Black Swan, and F. Clay at the Bible without Temple-Bar","printed for","William Mears at the Lamb, Jonas Brown at the Black Swan, and F. Clay at the Bible without Temple-Bar","William Mears","person","Lamb , Jonas Brown at the Black Swan , and F. Clay at the Bible without Temple-Bar","at the","print"
"Printed for the author; and sold by J. Cooke; bookseller, at Shakespear's Head, Pater-Noster Row; and by the author","sold by","J. Cooke; bookseller, at Shakespear's Head, Pater-Noster Row; and by the author",NA,NA,"Shakespear's Head , Pater-Noster Row","at","sell"
"Printed for the author; and sold by J. Cooke; bookseller, at Shakespear's Head, Pater-Noster Row; and by the author","sold by","J. Cooke; bookseller, at Shakespear's Head, Pater-Noster Row; and by the author","J. Cooke","person",NA,NA,"sell"
"Printed for the author",NA,"the author",NA,NA,NA,NA,NA
"printed for F. Newbery, at the Crown, in Pater-Noster Row","printed for","F. Newbery, at the Crown, in Pater-Noster Row","F. Newbery","person","Crown , in Pater-Noster Row","at the","print"
"printed for T. Payne near Stationers-Hall","printed for","T. Payne near Stationers-Hall","T. Payne","person","Stationers-Hall","near","print"
"printed for the compiler, by Mundell and Wilson; and sold by C. Elliot, Edinburgh; and T. Longman, London","sold by","C. Elliot, Edinburgh; and T. Longman, London","C. Elliot","person","Edinburgh",NA,"sell"
"printed for the compiler, by Mundell and Wilson; and sold by C. Elliot, Edinburgh; and T. Longman, London","sold by","C. Elliot, Edinburgh; and T. Longman, London","T. Longman","person","London",NA,"sell"
"printed for Tho. Bickerton at the Golden Flower-de-Luce in St. Paul's Church-Yard, and sold by B. Bragg in Pater-Noster-Row","printed for","Tho. Bickerton at the Golden Flower-de-Luce in St. Paul's Church-Yard, and","Tho. Bickerton","person","Golden Flower-de-Luce in St. Paul's Church-Yard , and","at the","print"
"printed for Tho. Bickerton at the Golden Flower-de-Luce in St. Paul's Church-Yard, and sold by B. Bragg in Pater-Noster-Row","sold by","B. Bragg in Pater-Noster-Row","B. Bragg","person","Pater-Noster-Row","in","sell"
"printed by Robert Allan, for J. Fairbairn, Edinburgh. & W. Anderson, Stirling","printed by","Robert Allan, for J. Fairbairn, Edinburgh. & W. Anderson, Stirling","Robert Allan","person",NA,NA,"print"
"printed by Robert Allan, for J. Fairbairn, Edinburgh. & W. Anderson, Stirling","printed by","Robert Allan, for J. Fairbairn, Edinburgh. & W. Anderson, Stirling","J. Fairbairn","person",NA,NA,"print"
"printed by Robert Allan, for J. Fairbairn, Edinburgh. & W. Anderson, Stirling","printed by","Robert Allan, for J. Fairbairn, Edinburgh. & W. Anderson, Stirling","Edinburgh.","unknown",NA,NA,"print"
"printed by Robert Allan, for J. Fairbairn, Edinburgh. & W. Anderson, Stirling","printed by","Robert Allan, for J. Fairbairn, Edinburgh. & W. Anderson, Stirling","W. Anderson","person",NA,NA,"print"
"printed by Robert Allan, for J. Fairbairn, Edinburgh. & W. Anderson, Stirling","printed by","Robert Allan, for J. Fairbairn, Edinburgh. & W. Anderson, Stirling","Stirling","unknown",NA,NA,"print"
"printed for Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","printed for","Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","Messrs.","person",NA,NA,"print"
"printed for Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","printed for","Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","P. Wogan","person",NA,NA,"print"
"printed for Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","printed for","Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","P. Byrne","person",NA,NA,"print"
"printed for Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","printed for","Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","A. Grueber","person",NA,NA,"print"
"printed for Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","printed for","Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","W. Mc.Kenzie","person",NA,NA,"print"
"printed for Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","printed for","Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice","J. Moore","person",NA,NA,"print"
