publication_frequency_text	publication_frequency_annual	original_frequency	original_interval	original_time	Count
Two per Year	  2.00	semiannual (collected issues)	vol. i. [january, february, march. 1730.-april, may, june, 1730]-;ceased with: v. 3 (apr., may, june 1731)	[1730-1731]	1
Two per Year	  2.00	semiannual (collected issues)	vol. i ([jan.-june 1775])-[v. 12 (july 1780)]	m dcc lxxv.-m dcc lxxx. [1775-1780]	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. (january to june, 1799.)-vol. iii. (january to june, 1800.)	1799-1800	1
Two per Year	  2.00	semiannual	vol. i. (1797)	1797	1
Two per Year	  2.00	semiannual	vol. vi. ([june-dec. 1752])-volume lxxxi. (july to december, inclusive, m,dcc,lxxxix. [1789])	1752-m dcc lxxxix. [1789]	1
Two per Year	  2.00	semiannual	vol. iii. ([may-oct. 1750])-vol. v. ([june-dec. 1751])	[1750-1751]	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. ([may-oct. 1749])-vol. ii. ([oct. 1749-apr. 1750])	[1749-1750]	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. (1796. from february to june, inclusive.)-vol. vi. (part ii. for 1798. from july to december, inclusive.) = no. i-no. xxxix	1796-1798	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. ([1798])-vol. xlii. (july, august, september, october, november, and december, 1813)	1798-1813	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. (1794)-vol. xvi. (1802)	1794-1802	1
Two per Year	  2.00	semiannual (collected issues)	vol. i-vol. xxii.; new ser., vol. i.-vol. ix. = v. 23-v. 31	[1795]-1811	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. for 1782.-vol. 87. (december, 1824, to july, 1825.); new series. volume i. (august 1825, to january 1826)-[n.s. v. 2. (jan.-june 1826)]	[1782]-1826	1
Two per Year	  2.00	semiannual (collected issues)	[vol. i.] july, august, september, october, november, december. m.dcc.lviii. [1758]-vol. iii. july, august, september, october, november, december. m.dcc.lix. [1759]	[1758-1759]	1
Two per Year	  2.00	semiannual (cumulative)	v. 1 (jan. 1799)-v. 40 (dec. 1818)	[1799-1818]	1
Two per Year	  2.00	semiannual	vol: i. (1793)-;ceased with: v. ix (1797)	1793-	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. (1800)-v. 2. (1801)	1800-1801	1
Two per Year	  2.00	semiannual	volume i. (m,dcc,lxxx.) [prelim. number-dec. 1780]-;ceased with: volume xxi. (m,dcc,xci.) [july-dec. 1791]	[1780-1791]	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. (4th july to 26th december 1792.)-vol. iv. (-2nd july 1794.)	[1792-1794]	1
Two per Year	  2.00	semiannual (cumulative)	volume i. (february, 1782-june, 1782)-;ceased with: v. 10 (july-sept. 1786)	m.dcc.lxxxii. [1782]-	1
Two per Year	  2.00	semiannual (collected issues)	vol. i [no. 1 jan. 1. 1757-no. 78 june 28/30 1757]-;ceased in 1823	[1757-	1
Two per Year	  2.00	semiannual (cumulation)	volume i. (1st january to 30th june, 1800.)-volume ii. with supplement (1st july to 31st december, 1800, jan. 1801)	1800-1801	1
Two per Year	  2.00	semiannual (collected issues)	vol. i. [no. i-ix.]-vol. ii. [no.x-xviii.]	[1797]	1
Two per Year	  2.00	semiannual (cumulation)	vol. i. august to december, inclusive. [1799. no.1-5]-vol. vi june 1802 [no.30-35 (jan.-june 1802)]	[1799-1802]	1
Two per Year	  2.00	semiannual (collected issues)	volume the first. [sept. 1763-february, 1764]-volume the sixth. [january-june 1766]	mdcclxiv.-mdcclxvi. [1764-1766]	1
Two per Year	  2.00	semiannual (collected issues)	vol. 1. [number 1.-number 26. (19 mar.-10 sept. 1774)]-vol. 4 [number 83.-number 108. (14 oct. 1775-6 apr. 1776)]	mdcclxxiv.-mdcclxxvi. [1774-1776]	1
Two per Year	  2.00	semiannual (collected issues)	vol. i. for 1775. [january, 1775.-june, 1775.]-	[1775-	1
Two per Year	  2.00	semiannual (collected issues)	vol. i. of the new series, and vol. iii. of the work. [aug. 1793-jan. 1794]	1794	1
Two per Year	  2.00	semiannual (collected issues)	vol. i. [jan.-june 1711]-;ceased in dec. 1740	1711-	1
Two per Year	  2.00	semiannual (collected issues)	vol i. [july, 1765.-december, 1765.]	mdcclxv. [1765]	1
Two per Year	  1.50	every eight months (collected issues)	vol. i. for the year mdccxc. [february, 1790.-august, 1790,]-;ceased in 1794	mdccxc. [1790-	1
Annual	  1.00	annually	began with [vol.3] 1798? ceased in 1799?	[1798?-1799?]	1
Annual	  1.00	annual	no. 1 (1793)-	1793-	1
Annual	  1.00	annual	no. 1 (1800)-no. 9 (1809)	1800-1809	1
Annual	  1.00	annual	1800-	[1799?]-	1
Annual	  1.00	annual	numb. 1 (to the first day of may, 1780)-	[1780]-	1
Annual	  1.00	annual (during the racing season)	in 1728.-	m.dcc.xxix. [1729]-	1
Annual	  1.00	annual (during the racing season)	in 1728.-	m.dcc.xxvii. [1727]-	1
Annual	  1.00	annual	for the year 1743. [no. 1-no. 52 (saturday march 5. 1752-saturday february 25. 1743,4)]-for the year 1744. [no. 53-no. 104 (saturday march 3. 1743,4-saturday february 23. 1744,5)]	[1744-1745]	1
Annual	  1.00	annual (collected issues)	for january, 1795. volume i. no. i.-for december, 1796. volume ii. number xii	[1795-	1
Annual	  1.00	annual (collected issues for 1777)	vol. i. [1777]	[1777-1778]	1
Annual	  1.00	annual	1779.-;ceased in 1780	[1779-1780](	1
Annual	  1.00	annual	began in 1777.;-1778	[1777-1778](	1
Annual	  1.00	annual	[no.2] for the year 1799.-[no.4] for the year 1801	1798-1800	1
Annual	  1.00	annual	for the year 1798	1797	1
Annual	  1.00	annual	1796. vol. i.-;ceased with: vol. 8 (1804)	1796 [i.e. 1797-	1
Annual	  1.00	annual (collected issues)	from july to december inclusive: 1800 [vol. i, no. 1-vol. i, no. 6]-;ceased with v. 6 in 1803	[1800-	1
Annual	  1.00	annual	volume the first.-;ceased with v. 20 in 1839	m.dcc.lxxxviii. [1788, i.e. 1789]-	1
Annual	  1.00	annual	year the first-year the sixth	1716-m.dcc.xxi. [1721]	1
Annual	  1.00	annual	volume i. containing from october 1757 to october 1758 inclusive	[1758]	1
Annual	  1.00	annual	1793.-;ceased in 1815	[1793]-<1815>	1
Annual	  1.00	annual (collected issues)	1786. vol. i	[1786]	1
Annual	  1.00	annual (cumulation)	[vol. i.] 1786. [april-november]-vol. xiv. (1799.)	[1787]-1800	1
Annual	  1.00	annual (cumulation)	mdcclxxii [january, 1772.-december, 1772.]-mdcclxxiiiv. vol. iii. [january, 1774.-december, 1774.]	[1772-1774]	1
Annual	  1.00	annual	[no. i-xxv (may? 1764-apr. 1765.)]-;ceased in nov.? 1765?	m,dcc,lxv. [1765-	1
Annual	  1.00	annual (collected issues)	vol. i. (for the year, 1783. [january-december+supplement])-'vol. vii. for the year, 1789.' [i.e. vol. viii. for the year 1790-1791]	[1783-1791]	1
Annual	  1.00	annual	began in 1797.;-vol. iii. [1799]	-1799]	1
Annual	  1.00	annual (collected issues)	volume i. for 1765.-;ceased with vol. 6 in 1770	[1765-	1
Annual	  1.00	annual (collected issues)	vol. i. (1762) [jan.-dec.]-;ceased with: vol. iii. 1764	1762- ]	1
Annual	  1.00	annual (collected issues)	volume i. (1786 and 1787) [no. i. vol. i. (january, 1786.)-no. xxiv. vol. i. (december, 1787.)]-[volume ii. (1788)] [no. xxv. vol. ii. (january, 1788.)-no. xxxvi. vol. ii. (december, 1788.)]	m.dcc.lxxxvii. [1788]	1
Annual	  1.00	annual	[vol. 1-3 (1790-1792)]	1790-1792	1
Annual	  1.00	annual (cumulative)	vol. i. for the year 1796. [<jan.- ]	[1796]	1
Annual	  1.00	annual	no. i.-no. iv	<1797-1800>	1
Annual	  1.00	annual (collected issues)	volume i. [no. i (may, 1799.)-no. xiii. (appendix)]-;ceased with vol. 3 in 1801	1799-<1801>	1
Annual	  1.00	annual (collected issues)	volume the first (number i.-18)-	<1788>	1
Annual	  1.00	annual (collected issues)	[no. i, january-no. xii, december]	mdcclxiii. [1763]	1
Annual	  1.00	annual (collected issues)	vol. i. [no. i (october, 1798)-no. xii (september, 1799)]-vol. ii [no. xiii (october, 1799-no. xxx (march, 1801.)]	1799-1801	1
Annual	  1.00	annual (collected issues)	[vol. i.] for the year mdxxlxix. [1769. january, 1769. number i.-december, 1769. number xii.]	1769	1
Annual	  1.00	annual (collected issues)	1789 (volume iii.) [no. xxxvii. (january, 1789)-;ceased with: vol. 6, 1792	[1789-1792]	1
Annual	  1.00	annual	for the year, 1780.-	[1779?]-	1
Annual	  1.00	annual (collected issues)	vol. i. 1794. [month of april, 1794.-month of march, 1795.]-;ceased with v. 10, 1803	[1794-	1
Annual	  1.00	annual	1797-8	1800	1
Annual	  1.00	annual	1798	1798	1
Annual	  1.00	annual	vol. i. [vol. i. no. i [1797]-vol. i. no. iv. [1798]]-;ceased with: vol 23 (1824)	1798-1824	1
Annual	  1.00	annual (collected issues)	volume i. [may 1796-april, 1797]-;ceased in apr. 1806	1796-	1
Annual	  1.00	annual (collected issues)	vol. 1 (jan.-dec. 1790)-[n.s.] vol. 2 (jan.-dec. 1797)	1790-1797	1
Annual	  1.00	annual (collected issues)	1787. vol. 1. [sept. 1786-dec. 1787]-1790. vol. 4. [jan.-feb. 1790]	[1787-1790]	1
Annual	  1.00	annual (collected issues)	mdcclxxv. volume i	[1775-1776]	1
Annual	  1.00	annual (collected issues)	vol. i.[1797]-vol. iii. [1799]	[1798]-1800	1
Annual	  1.00	annual (collected issues)	began in 1778.;-volume ii. [from june 25, to july 9. 1779.-from june 9, to 23, 1780.]	<1778>-m,dcc,lxxx. [1780]	1
Annual	  1.00	annual	vol. i. [jan.-dec. 1785]-vol. iii. [1787]	m.dcc.lxxxv. [1785]-1787	1
Annual	  1.00	annual	vol. i (1783)-;ceased with 1851	[1783-	1
Annual	  1.00	annual	volume i. [friday, october 5, 1786.-friday, october, 5, 1787.]	[1787]	1
Annual	  1.00	annual	m,dcc,lxxxiii. [1783]-;ceased before 1808	1782- ]	1
Annual	  1.00	annual (collected issues)	vol. i. part i. (january, february, march, april, may, and june, 1799.)-;ceased in 1802?	1799-	1
Annual	  1.00	annual (collected issues)	[vol. 1] mdccxliii.-mdccxliv. [sept. 1743-oct. 1744]-vol. 3 [ends with dec. 1746]	1744--1746	1
Annual	  1.00	annual	1720	1720	1
Annual	  1.00	annual (collected issues)	volume the first. [number i.-number xii. (oct. 1789-sept? 1790)]-volume the third. [number xxv.-number xxxvi. (oct.? 1791-aug. 1792)]	mdcclxxxix. [1789]-1791 [i.e. 1792]	1
Annual	  1.00	annual	1780-;ceased in 1783?	mdcclxxxi. [1781]-	1
Annual	  1.00	annual (collected issues)	1799 [jan.-dec. + supp.]	[1800]	1
Annual	  1.00	annual	vol. ii. (1766 [jan.-dec.])-vol. vii. (1771 [jan.-dec.])	1766-[1771]	1
Annual	  1.00	annual (collected issues)	vol. i. [january-december 1770]-vol. ii. [january-december 1771]	mdcclxx.-mdcclxxi. [1770-1771]	1
Annual	  1.00	annual	[vol. i.] (august 9, 1755, to july 31, 1756, both inclusive)-	md.cc.lvi. [1756]-	1
Annual	  1.00	annual	vol. i. for the year, 1795.-	[1795-	1
Annual	  1.00	annual (collected issues)	volume i. [january 1747.-december 1747];ceased with v. 2 (jan.-dec. 1748)	[1748?-	1
Annual	  1.00	annual (collected issues)	1796. vol. i. [no. 1-no. 12 (january-december)]-;ceased in 1852	[1796-	1
Annual	  1.00	annual (collected issues)	volume i. [jan. 1766-december, 1766.]-volume viii. for 1773. [january 1773-december, 1773.]	mdcclxvi. [1766]-mdcclxxiii [i.e. 1774]	1
Annual	  1.00	annual (collected issues)	volume ix (= vol. i). [january 1774-december 1774.]-vol. x. [january, 1783-july, 1783];ceased in sept. 1783	m.dcc.lxxiv [1774-1783]	1
Annual	  1.00	annual (collected issues)	1774 [sic]. vol. i. [aug. 1774-july 1775];ceased in 1776	[1774]-	1
Annual	  1.00	annual	vol. i. [1794]-;ceased with: vol. vi. [1799]	m dcc xiv. [1794-1799]	1
Annual	  1.00	annual (collected issues)	1762-1764	[1762-1765]	1
Annual	  1.00	annual	1711	1712	1
Annual	  1.00	annual (collected issues)	vol. i. [no. 1-24 + suppl. (29 oct. 1795-30? may 1796)]	1796	1
Annual	  1.00	annual	vol. i. [numb. 1. (friday february 13th. 1708.)-numb. 117. (wednesday, march 23d. to friday march 25th. 1708 [i.e. 1709]]-;ceased with: vol. iii, in march 1711	<1709-1711>	1
Annual	  1.00	annual	vol. i. [october 1783-june 1784]	1783-[1784]	1
Annual	  1.00	annual	for the year 1742	1743	1
Annual	  1.00	annual	began in 1799.;vol. ii. [1800]	[1799]-1800	1
Annual	  1.00	annual	vol. i [no. i-x (feb.-dec.)1797] - vol. iv [no. xxxiv-xlvi (jan.-dec.)1800]	[1797-1800]	1
Annual	  1.00	annual (cumulated)	volume i. (1799).-volume iii. (1799)	[1800?]	1
Annual	  1.00	annual (collected issues)	vol. i. [october 1783-january 1784]	m.dcc.lxxxiii. [1783]-[1784]	1
Annual	  1.00	annual	for the year of our lord, 1754	[1752-1755]	1
Annual	  1.00	annual	for the year 1799-;ceased in 1811?	1800-	1
Annual	  1.00	annual (collected issues)	vol. i. [aug. 1770-july 1771]-vol. xlix [january, 1818-december, 1818]	mdcclxx [1770]-	1
Annual	  1.00	annual (collected)	[vol. i. (feb.-dec. 1748)]-vol. iii. [jan.-sept. 1750]	[1748-1750]	1
Annual	  1.00	annual (cumulation)	volume i [no. i-xvii (saturday, october 7, 1738-saturday, january 27, 1739.)]-	m.dcc.xxxix. [1739]	1
Annual	  1.00	annual	mdcclv. volume xxiv. [1755. vol. 24]-;ceased in 1790?	[1755-	1
Annual	  1.00	annual (cumulation)	vol. i. (1786.)-vol. ii. (1787.)	1786-1787	1
Annual	  1.00	annual	1707.;ceased in 1712	1707-[1712]	1
Annual	  1.00	annual (collected issues)	mdccxli.-mdccliv	[1741-1754]	1
Annual	  1.00	annual (collected issues)	vol. i. [jan.-dec. 1758]-;ceased with v. 3 [jan.-dec. 1760]	mdcclviii-mdcclix [1758-1760]	1
Annual	  1.00	annual (cumulation)	[no. 1-42 (aug. 1774-jan. 1778)]	1778	1
Annual	  1.00	annual (cumulation)	vol i (1755) [jan.-dec.]-;ceased in 1765	m dcc lv. [1755]-[1765]	1
Annual	  1.00	annual (collected volume)	[vol. i. (18 nov. 1749-nov. 1750)]-	1750-	1
Annual	  1.00	annual (collected)	vol. i. m.dcc.lxxxiv. [january 1784-december, 1784.]-;ceased in dec. 1789	[1784- ]	1
Annual	  1.00	annual (except v. 1)	volume i. [no. i. saturday, march 31. 1798.-no. iv. saturday, decem. 29. 1798.]-	1798-	1
Annual	  1.00	annual	vol.i [m.dcc.lxxxi.] - vol.iii [mdcclxxxiii]	m.dcc.lxxxi.-m dcc lxxxiii.[1781-1783]	1
Annual	  1.00	annual	vol.i. part i. for the year mdccxcix - vol.ii. part i. for the year mdccc	[1799-	1
Annual	  1.00	annual	volume the first, for the year 1792. [(part 1)-part iv.]-;ceased in 1793	1792-<1793>	1
Annual	  1.00	annual	for the year 1797-	1797-	1
Annual	  1.00	annual	1794-1800	[1794-	1
Annual	  1.00	annual	began in in 1789.;ceased in 1794	[1789-1794]	1
Annual	  1.00	annual (collected issues)	volume the first, for the year 1731. [jan.-dec.]	mdccxxxii. [1732]	1
Annual	  1.00	annual (collected issues)	volume i. mdcclxix. [1769] [no. i-no. lii]-volume v. mdcclxxiii. [1773] [no. i-no. lii.]	[1769-1773]	1
Annual	  1.00	annual	began in 1756?	[1756?]-	1
Annual	  1.00	annual (collected issues)	volume the first. [no. 1. thursday, january the 4th. 1753.-no. 52. thursday, december the 27th. 1753]-;ceased with vol. 4 [no. 157-209, jan.-dec. 1756]	mdcclv [1754]-[1757]	1
Annual	  1.00	annual (collected issues)	volume i. [[april 1776]-number x. (january 1777)]-[volume v. (january-december 1780)]	mdcclxxvi. [1776-1780]	1
Annual	  1.00	annual	pour l'an 1767.-pour l'an 1768	mdcclxviii-mdcclxix [1768-1769]	1
Annual	  1.00	annual (collected volume)	volume i. [1771]-[v. 15] 1785	[1771-1785]	1
Annual	  1.00	annual	[vol. i] 1769.-;ceased with: vol. xxviii. for the year 1796	[1769- ]	1
Annual	  1.00	annual	vol. i [1790]-vol. iii [1792]	[1790-1792]	1
Annual	  1.00	annual	vol. i. [1785]-;ceased with vol. ii. [jan.-feb. 1786]	m.dcc.lxxxv. [1785]-	1
Annual	  1.00	annual	vol. i. (for the year 1795.)-vol. iii. (for the year 1797.)	[1795-1797]	1
Annual	  1.00	annual (collected issues)	vol. i. (1781)-vol. ii. (1782); volume the third (1783)-volume the eleventh (1790)	m dcc lxxi. [1781-1790]	1
Annual	  1.00	annual (cumulatve)	began in: 1757.;-volume vi. (mdcclxii)	-[1762]	1
Annual	  1.00	annual (cumulation)	vol. i (1762)-vol. iii (1764)	1762-1764	1
Annual	  1.00	annual	vol. iv. [jan.-july 1770]-[vol. xiii. (jan.-dec. 1776)]	m dcc lxx.-[m dcc lxxvi.] [1770-1776]	1
Annual	  1.00	annual (cumulation)	vol. i.-vol. xxvi. = no. 1 (6 jan. 1800)-no. 104 (nov. 1825)	1801-1826	1
Annual	  1.00	annual	year the first [1702].-year the eleventh [1712]	1703-mdccxiii. [1713]	1
Annual	  1.00	annual (except jan.-july 1658)	vol. i. (for the year mdcclvi. [1756])-vol. iii. (january to august [i.e. july], mdcclviii. [1758])	[1756-1758]	1
Annual	  1.00	annual	vol. i. ([jan.-dec. 1760])-vol. viii ([jan.-dec. 1767])	[1760-1767]	1
Annual	  1.00	annual (cumulative)	[vol. i. (january to june 1797.)]-vol. v. (january to december 1801)	1797]-1802	1
Annual	  1.00	annual	vol. i. [(jan.-june 1783)]-vol. lix. [(jan.-dec. 1819)]	m.dcc.lxxxiii. [1783]-1819	1
Annual	  1.00	annual (cumulative)	[vol. i] (mdccxlviii. [1748])-[v. 13 (1760)]	[1748-1760]	1
Annual	  1.00	annual (cumulative)	m,dccxlvii. [1747]	[1747]	1
Annual	  1.00	annual	[vol. xvi] mdccxlvii.-[vol. 52 (june 1783)]	[1747-1783]	1
Annual	  1.00	annual	[vol. 5] mdccxxxvi.-[vol. 15] mdccxlvi	[1736-1746]	1
Annual	  1.00	annual	[v. i (1716)-v. iii (1719)]	1716-[1719]	1
Annual	  1.00	annual (cumulation)	[vol. 1] [april] mdccxxxii.-[vol. 4] mdccxxxvi	[1732-1735]	1
Annual	  1.00	annual (cumulative)	vol. 1 (june 1787)-v. 6 (1792)	1787-1792	1
Annual	  1.00	annual (cumulative)	for the year 1793	[1793]	1
Annual	  1.00	annual (cumulative)	vol. viii. for the year 1792	[1792]	1
Annual	  1.00	annual (cumulative)	vol. vii. for the year 1791	[1791]	1
Annual	  1.00	annual (cumulative)	vol. vi. for the year 1790	[1790]	1
Annual	  1.00	annual (except 1785; cumulative)	vol. i. ([1785)-vol. v. ([1789])	[1785-1789]	1
Annual	  1.00	annual (cumulates monthly issues)	began in 1751	mdcclii. [1752-	1
Annual	  1.00	annual (collected issues)	from saturday decemr. 24th, 1763 to saturday decemr. 29 1764-[dec. 26, 1767]	[1764-1767]	1
Annual	  1.00	annual	[vol. i] 1774-[v. v] 1777	[1774]-1777	1
Annual	  1.00	annual (cumulative)	[[numb. 1. munday, january 16. 1681/2.-numb. 50. munday, january 15. 1683.]	m.dc.lxxxiii. [i.e. 1682-1683]	1
Annual	  1.00	annual (collected issues)	volume ii. (m dcc xxxii [1732])-volume v. (m dcc xxxv. [1735])	-[1735]	1
Annual	  1.00	annual (cumulative)	vol. lvi. (mdccxciv. [1794])-vol. lxiii. (m,dccci. [1801] = volume first of a new series-volume viii. of a new series; vol. lxiv. (m,dcccii. [1802])-vol. lxv. (m.dccciii. [1803] = vol. first of the third series.-vol. second of the third series	mdccxciv. [1794]-1803	1
Annual	  1.00	annual (cumulative)	mdccxlix [1749]. volume xi.-mdccxciii [1793]. volume lv	[1749-1793]	1
Annual	  1.00	annual (cumulative)	volume i. (mdccxxxix. [1739])-volume x. (mdccxlviii. [1748])	[1739-1748]	1
Annual	  1.00	annual (except volume 1)	vol. i-vol. xviii	1796-1813	1
Annual	  1.00	annual (collected issues)	vol. i.- [apr. 1797-dec. 1797] -.;ceased in dec. 1801	m.dcc.xcvii. [1797]-	1
Annual	  1.00	annual (cumulative)	june 1798-dec. 1801	[1798-	1
Annual	  1.00	annual	1784-1785	m dcc lxxxiv.-m dcc lxxxv. [1784-1785]	1
Annual	  1.00	annual (cumulative)	introduction. [january, 1756]-dec. 1758	[1756]-	1
Annual	  1.00	annual	1789. volume the first.-;ceased with 1792, v. 4	[1789]-	1
Annual	  1.00	annual (collected issues)	one thousand seven hundred and fifty three. [number i. (thursday, january the 4th, 1753.)-number lii. (thursday, december the 27th, 1753.)]-one thousand seven hundred and fifty-six. [number clvii. (thursday, january the 1st, 1756.)-number ccix. (thursday, december the 30th, 1756.) + suppl.]	[1753-1757?]	1
Annual	  1.00	annual (cumulative)	vol. i.[no. 1-6]-vol. ii [no. 7-12]	[1795-1796]	1
Annual	  1.00	annual	1734-1739	1734]-	1
Annual	  1.00	annual (colleced issues)	volume i. (for the year 1716)-;ceased publication with v.23 ( for the year 1738)	1717-	1
Annual	  1.00	annual (collected issues)	first volume [1708]-fourth volume [1709]	mdccviii. [1708]-[1709]	1
